payment_id,order_id,payment_method,payment_status
PAY001518,ORD001518,UPI,Success
PAY001519,ORD001519,Credit Card,Failed
PAY001520,ORD001520,Debit Card,Success
PAY001521,ORD001521,UPI,Failed
PAY001522,ORD001522,UPI,Success
PAY001523,ORD001523,Cash,Refunded
PAY001524,ORD001524,Cash,Refunded
PAY001525,ORD001525,Credit Card,Success
PAY001526,ORD001526,Wallet,Success
PAY001527,ORD001527,Wallet,Success
PAY001528,ORD001528,Wallet,Success
PAY001529,ORD001529,Debit Card,Success
PAY001530,ORD001530,Credit Card,Success
PAY001531,ORD001531,Wallet,Success
PAY001532,ORD001532,Cash,Success
PAY001533,ORD001533,Debit Card,Success
PAY001534,ORD001534,Debit Card,Success
PAY001535,ORD001535,Credit Card,Success
PAY001536,ORD001536,Credit Card,Refunded
PAY001537,ORD001537,Debit Card,Success
PAY001538,ORD001538,Debit Card,Success
PAY001539,ORD001539,UPI,Success
PAY001540,ORD001540,Wallet,Success
PAY001541,ORD001541,Wallet,Failed
PAY001542,ORD001542,Cash,Success
PAY001543,ORD001543,UPI,Success
PAY001544,ORD001544,Credit Card,Success
PAY001545,ORD001545,Credit Card,Success
PAY001546,ORD001546,Debit Card,Success
PAY001547,ORD001547,Credit Card,Success
PAY001548,ORD001548,Debit Card,Success
PAY001549,ORD001549,Debit Card,Refunded
PAY001550,ORD001550,Wallet,Success
PAY001551,ORD001551,Credit Card,Success
PAY001552,ORD001552,Credit Card,Success
PAY001553,ORD001553,Wallet,Success
PAY001554,ORD001554,Wallet,Success
PAY001555,ORD001555,Cash,Success
PAY001556,ORD001556,Cash,Success
PAY001557,ORD001557,Cash,Failed
PAY001558,ORD001558,Cash,Success
PAY001559,ORD001559,Wallet,Failed
PAY001560,ORD001560,Wallet,Success
PAY001561,ORD001561,Credit Card,Success
PAY001562,ORD001562,Credit Card,Refunded
PAY001563,ORD001563,UPI,Failed
PAY001564,ORD001564,Cash,Success
PAY001565,ORD001565,Credit Card,Failed
PAY001566,ORD001566,Credit Card,Success
PAY001567,ORD001567,Credit Card,Success
PAY001568,ORD001568,UPI,Success
PAY001569,ORD001569,Cash,Success
PAY001570,ORD001570,Debit Card,Success
PAY001571,ORD001571,Credit Card,Success
PAY001572,ORD001572,Credit Card,Success
PAY001573,ORD001573,UPI,Refunded
PAY001574,ORD001574,UPI,Refunded
PAY001575,ORD001575,Credit Card,Success
PAY001576,ORD001576,UPI,Success
PAY001577,ORD001577,Credit Card,Success
PAY001578,ORD001578,Credit Card,Success
PAY001579,ORD001579,Wallet,Success
PAY001580,ORD001580,Credit Card,Success
PAY001581,ORD001581,Credit Card,Success
PAY001582,ORD001582,Wallet,Success
PAY001583,ORD001583,Cash,Success
PAY001584,ORD001584,Credit Card,Success
PAY001585,ORD001585,Cash,Success
PAY001586,ORD001586,UPI,Success
PAY001587,ORD001587,Debit Card,Success
PAY001588,ORD001588,UPI,Success
PAY001589,ORD001589,UPI,Success
PAY001590,ORD001590,Wallet,Success
PAY001591,ORD001591,Credit Card,Success
PAY001592,ORD001592,UPI,Success
PAY001593,ORD001593,Debit Card,Success
PAY001594,ORD001594,Wallet,Success
PAY001595,ORD001595,Credit Card,Success
PAY001596,ORD001596,Wallet,Success
PAY001597,ORD001597,Debit Card,Success
PAY001598,ORD001598,Debit Card,Success
PAY001599,ORD001599,Credit Card,Success
PAY001600,ORD001600,Debit Card,Refunded
PAY001601,ORD001601,Credit Card,Success
PAY001602,ORD001602,Debit Card,Refunded
PAY001603,ORD001603,UPI,Success
PAY001604,ORD001604,Credit Card,Success
PAY001605,ORD001605,Debit Card,Success
PAY001606,ORD001606,Credit Card,Success
PAY001607,ORD001607,Debit Card,Success
PAY001608,ORD001608,UPI,Success
PAY001609,ORD001609,Debit Card,Refunded
PAY001610,ORD001610,UPI,Success
PAY001611,ORD001611,Cash,Refunded
PAY001612,ORD001612,Wallet,Success
PAY001613,ORD001613,Wallet,Success
PAY001614,ORD001614,Cash,Success
PAY001615,ORD001615,Wallet,Refunded
PAY001616,ORD001616,Credit Card,Success
PAY001617,ORD001617,UPI,Success
PAY001618,ORD001618,Credit Card,Success
PAY001619,ORD001619,Cash,Success
PAY001620,ORD001620,Credit Card,Success
PAY001621,ORD001621,Debit Card,Failed
PAY001622,ORD001622,Credit Card,Success
PAY001623,ORD001623,Debit Card,Success
PAY001624,ORD001624,Cash,Success
PAY001625,ORD001625,Credit Card,Success
PAY001626,ORD001626,Wallet,Success
PAY001627,ORD001627,UPI,Refunded
PAY001628,ORD001628,Wallet,Success
PAY001629,ORD001629,UPI,Success
PAY001630,ORD001630,Credit Card,Success
PAY001631,ORD001631,Credit Card,Success
PAY001632,ORD001632,UPI,Success
PAY001633,ORD001633,Debit Card,Success
PAY001634,ORD001634,Cash,Success
PAY001635,ORD001635,UPI,Success
PAY001636,ORD001636,Debit Card,Success
PAY001637,ORD001637,Credit Card,Success
PAY001638,ORD001638,UPI,Success
PAY001639,ORD001639,Debit Card,Success
PAY001640,ORD001640,Cash,Success
PAY001641,ORD001641,Cash,Success
PAY001642,ORD001642,Debit Card,Success
PAY001643,ORD001643,Wallet,Success
PAY001644,ORD001644,Credit Card,Success
PAY001645,ORD001645,Cash,Success
PAY001646,ORD001646,Credit Card,Success
PAY001647,ORD001647,Cash,Failed
PAY001648,ORD001648,Cash,Refunded
PAY001649,ORD001649,Cash,Success
PAY001650,ORD001650,UPI,Success
PAY001651,ORD001651,Debit Card,Success
PAY001652,ORD001652,Wallet,Success
PAY001653,ORD001653,Debit Card,Failed
PAY001654,ORD001654,Debit Card,Success
PAY001655,ORD001655,Cash,Success
PAY001656,ORD001656,Debit Card,Failed
PAY001657,ORD001657,Wallet,Success
PAY001658,ORD001658,Wallet,Success
PAY001659,ORD001659,Cash,Success
PAY001660,ORD001660,Debit Card,Success
PAY001661,ORD001661,Cash,Failed
PAY001662,ORD001662,Cash,Success
PAY001663,ORD001663,Cash,Success
PAY001664,ORD001664,UPI,Success
PAY001665,ORD001665,Wallet,Success
PAY001666,ORD001666,Wallet,Failed
PAY001667,ORD001667,Wallet,Success
PAY001668,ORD001668,Credit Card,Success
PAY001669,ORD001669,UPI,Success
PAY001670,ORD001670,Credit Card,Success
PAY001671,ORD001671,UPI,Success
PAY001672,ORD001672,Credit Card,Refunded
PAY001673,ORD001673,Credit Card,Failed
PAY001674,ORD001674,Credit Card,Success
PAY001675,ORD001675,Credit Card,Success
PAY001676,ORD001676,Wallet,Success
PAY001677,ORD001677,Credit Card,Success
PAY001678,ORD001678,Debit Card,Success
PAY001679,ORD001679,Wallet,Success
PAY001680,ORD001680,Wallet,Refunded
PAY001681,ORD001681,Wallet,Success
PAY001682,ORD001682,Credit Card,Failed
PAY001683,ORD001683,Cash,Failed
PAY001684,ORD001684,Debit Card,Success
PAY001685,ORD001685,Credit Card,Success
PAY001686,ORD001686,UPI,Success
PAY001687,ORD001687,UPI,Success
PAY001688,ORD001688,Cash,Refunded
PAY001689,ORD001689,Credit Card,Success
PAY001690,ORD001690,UPI,Success
PAY001691,ORD001691,Credit Card,Success
PAY001692,ORD001692,Wallet,Success
PAY001693,ORD001693,Cash,Success
PAY001694,ORD001694,Credit Card,Success
PAY001695,ORD001695,Cash,Success
PAY001696,ORD001696,Credit Card,Success
PAY001697,ORD001697,Credit Card,Success
PAY001698,ORD001698,Cash,Refunded
PAY001699,ORD001699,Debit Card,Success
PAY001700,ORD001700,Cash,Success
PAY001701,ORD001701,Credit Card,Success
PAY001702,ORD001702,UPI,Success
PAY001703,ORD001703,Wallet,Success
PAY001704,ORD001704,Debit Card,Refunded
PAY001705,ORD001705,Cash,Success
PAY001706,ORD001706,Credit Card,Success
PAY001707,ORD001707,Cash,Success
PAY001708,ORD001708,Credit Card,Success
PAY001709,ORD001709,UPI,Success
PAY001710,ORD001710,Wallet,Failed
PAY001711,ORD001711,Cash,Success
PAY001712,ORD001712,Wallet,Success
PAY001713,ORD001713,Debit Card,Success
PAY001714,ORD001714,Cash,Success
PAY001715,ORD001715,Debit Card,Success
PAY001716,ORD001716,Wallet,Failed
PAY001717,ORD001717,Wallet,Success
PAY001718,ORD001718,UPI,Success
PAY001719,ORD001719,Debit Card,Success
PAY001720,ORD001720,Credit Card,Success
PAY001721,ORD001721,Debit Card,Success
PAY001722,ORD001722,Debit Card,Success
PAY001723,ORD001723,Debit Card,Success
PAY001724,ORD001724,UPI,Refunded
PAY001725,ORD001725,Credit Card,Failed
PAY001726,ORD001726,UPI,Refunded
PAY001727,ORD001727,UPI,Success
PAY001728,ORD001728,UPI,Success
PAY001729,ORD001729,Credit Card,Success
PAY001730,ORD001730,UPI,Refunded
PAY001731,ORD001731,Cash,Success
PAY001732,ORD001732,UPI,Success
PAY001733,ORD001733,Credit Card,Success
PAY001734,ORD001734,Debit Card,Success
PAY001735,ORD001735,Cash,Success
PAY001736,ORD001736,Debit Card,Success
PAY001737,ORD001737,Cash,Success
PAY001738,ORD001738,Credit Card,Success
PAY001739,ORD001739,Debit Card,Refunded
PAY001740,ORD001740,Wallet,Success
PAY001741,ORD001741,Cash,Success
PAY001742,ORD001742,Cash,Success
PAY001743,ORD001743,Wallet,Success
PAY001744,ORD001744,Wallet,Success
PAY001745,ORD001745,UPI,Success
PAY001746,ORD001746,UPI,Success
PAY001747,ORD001747,UPI,Success
PAY001748,ORD001748,Credit Card,Failed
PAY001749,ORD001749,Credit Card,Success
PAY001750,ORD001750,Credit Card,Success
PAY001751,ORD001751,UPI,Success
PAY001752,ORD001752,UPI,Success
PAY001753,ORD001753,Credit Card,Success
PAY001754,ORD001754,UPI,Success
PAY001755,ORD001755,Debit Card,Success
PAY001756,ORD001756,UPI,Success
PAY001757,ORD001757,Credit Card,Failed
PAY001758,ORD001758,Debit Card,Success
PAY001759,ORD001759,Credit Card,Success
PAY001760,ORD001760,Debit Card,Success
PAY001761,ORD001761,Cash,Success
PAY001762,ORD001762,UPI,Success
PAY001763,ORD001763,Debit Card,Success
PAY001764,ORD001764,Credit Card,Success
PAY001765,ORD001765,Credit Card,Failed
PAY001766,ORD001766,UPI,Success
PAY001767,ORD001767,Wallet,Success
PAY001768,ORD001768,UPI,Success
PAY001769,ORD001769,UPI,Success
PAY001770,ORD001770,Wallet,Success
PAY001771,ORD001771,Cash,Failed
PAY001772,ORD001772,Debit Card,Success
PAY001773,ORD001773,Credit Card,Success
PAY001774,ORD001774,Credit Card,Success
PAY001775,ORD001775,Wallet,Success
PAY001776,ORD001776,Debit Card,Success
PAY001777,ORD001777,Credit Card,Success
PAY001778,ORD001778,Cash,Success
PAY001779,ORD001779,Debit Card,Success
PAY001780,ORD001780,Credit Card,Success
PAY001781,ORD001781,Debit Card,Success
PAY001782,ORD001782,Credit Card,Failed
PAY001783,ORD001783,Cash,Success
PAY001784,ORD001784,Cash,Success
PAY001785,ORD001785,UPI,Success
PAY001786,ORD001786,UPI,Failed
PAY001787,ORD001787,Cash,Failed
PAY001788,ORD001788,Wallet,Success
PAY001789,ORD001789,Cash,Refunded
PAY001790,ORD001790,Debit Card,Success
PAY001791,ORD001791,Wallet,Success
PAY001792,ORD001792,Cash,Success
PAY001793,ORD001793,UPI,Success
PAY001794,ORD001794,Credit Card,Refunded
PAY001795,ORD001795,Wallet,Success
PAY001796,ORD001796,Credit Card,Success
PAY001797,ORD001797,Wallet,Success
PAY001798,ORD001798,Credit Card,Success
PAY001799,ORD001799,Credit Card,Success
PAY001800,ORD001800,UPI,Success
PAY001801,ORD001801,Debit Card,Success
PAY001802,ORD001802,Wallet,Success
PAY001803,ORD001803,Debit Card,Success
PAY001804,ORD001804,Wallet,Success
PAY001805,ORD001805,UPI,Success
PAY001806,ORD001806,Credit Card,Success
PAY001807,ORD001807,Cash,Success
PAY001808,ORD001808,Cash,Success
PAY001809,ORD001809,Debit Card,Success
PAY001810,ORD001810,Wallet,Failed
PAY001811,ORD001811,Debit Card,Success
PAY001812,ORD001812,Cash,Success
PAY001813,ORD001813,Credit Card,Refunded
PAY001814,ORD001814,Credit Card,Success
PAY001815,ORD001815,Cash,Success
PAY001816,ORD001816,Wallet,Success
PAY001817,ORD001817,Wallet,Success
PAY001818,ORD001818,Debit Card,Failed
PAY001819,ORD001819,Debit Card,Success
PAY001820,ORD001820,Credit Card,Success
PAY001821,ORD001821,Credit Card,Success
PAY001822,ORD001822,UPI,Success
PAY001823,ORD001823,UPI,Success
PAY001824,ORD001824,Credit Card,Success
PAY001825,ORD001825,Credit Card,Success
PAY001826,ORD001826,Wallet,Success
PAY001827,ORD001827,Wallet,Success
PAY001828,ORD001828,Cash,Success
PAY001829,ORD001829,Cash,Failed
PAY001830,ORD001830,UPI,Success
PAY001831,ORD001831,Cash,Success
PAY001832,ORD001832,Cash,Success
PAY001833,ORD001833,Cash,Failed
PAY001834,ORD001834,Debit Card,Success
PAY001835,ORD001835,Cash,Success
PAY001836,ORD001836,Debit Card,Success
PAY001837,ORD001837,UPI,Success
PAY001838,ORD001838,Debit Card,Refunded
PAY001839,ORD001839,Debit Card,Failed
PAY001840,ORD001840,Wallet,Success
PAY001841,ORD001841,Wallet,Refunded
PAY001842,ORD001842,UPI,Failed
PAY001843,ORD001843,UPI,Success
PAY001844,ORD001844,Cash,Success
PAY001845,ORD001845,Credit Card,Success
PAY001846,ORD001846,Wallet,Refunded
PAY001847,ORD001847,Cash,Refunded
PAY001848,ORD001848,Credit Card,Success
PAY001849,ORD001849,UPI,Success
PAY001850,ORD001850,UPI,Refunded
PAY001851,ORD001851,Wallet,Failed
PAY001852,ORD001852,Debit Card,Failed
PAY001853,ORD001853,Debit Card,Success
PAY001854,ORD001854,Credit Card,Success
PAY001855,ORD001855,Debit Card,Success
PAY001856,ORD001856,UPI,Success
PAY001857,ORD001857,Wallet,Success
PAY001858,ORD001858,Debit Card,Refunded
PAY001859,ORD001859,Cash,Refunded
PAY001860,ORD001860,Cash,Success
PAY001861,ORD001861,Cash,Success
PAY001862,ORD001862,UPI,Success
PAY001863,ORD001863,Debit Card,Success
PAY001864,ORD001864,Credit Card,Success
PAY001865,ORD001865,Cash,Success
PAY001866,ORD001866,Wallet,Failed
PAY001867,ORD001867,UPI,Success
PAY001868,ORD001868,UPI,Failed
PAY001869,ORD001869,Wallet,Success
PAY001870,ORD001870,Cash,Success
PAY001871,ORD001871,Wallet,Success
PAY001872,ORD001872,Credit Card,Success
PAY001873,ORD001873,Cash,Success
PAY001874,ORD001874,Cash,Success
PAY001875,ORD001875,UPI,Success
PAY001876,ORD001876,UPI,Success
PAY001877,ORD001877,UPI,Refunded
PAY001878,ORD001878,UPI,Success
PAY001879,ORD001879,Wallet,Success
PAY001880,ORD001880,Debit Card,Success
PAY001881,ORD001881,Cash,Success
PAY001882,ORD001882,Debit Card,Success
PAY001883,ORD001883,Credit Card,Refunded
PAY001884,ORD001884,UPI,Success
PAY001885,ORD001885,Debit Card,Success
PAY001886,ORD001886,Wallet,Success
PAY001887,ORD001887,UPI,Success
PAY001888,ORD001888,Cash,Refunded
PAY001889,ORD001889,UPI,Success
PAY001890,ORD001890,Credit Card,Success
PAY001891,ORD001891,Debit Card,Success
PAY001892,ORD001892,Cash,Success
PAY001893,ORD001893,Credit Card,Success
PAY001894,ORD001894,Credit Card,Success
PAY001895,ORD001895,Credit Card,Success
PAY001896,ORD001896,Cash,Success
PAY001897,ORD001897,Debit Card,Success
PAY001898,ORD001898,Credit Card,Success
PAY001899,ORD001899,Debit Card,Success
PAY001900,ORD001900,Credit Card,Success
PAY001901,ORD001901,UPI,Refunded
PAY001902,ORD001902,Debit Card,Failed
PAY001903,ORD001903,Debit Card,Success
PAY001904,ORD001904,Wallet,Success
PAY001905,ORD001905,Debit Card,Success
PAY001906,ORD001906,Cash,Success
PAY001907,ORD001907,Debit Card,Failed
PAY001908,ORD001908,UPI,Success
PAY001909,ORD001909,Cash,Success
PAY001910,ORD001910,Cash,Success
PAY001911,ORD001911,Credit Card,Success
PAY001912,ORD001912,Wallet,Success
PAY001913,ORD001913,Wallet,Success
PAY001914,ORD001914,Cash,Success
PAY001915,ORD001915,UPI,Success
PAY001916,ORD001916,UPI,Success
PAY001917,ORD001917,Cash,Success
PAY001918,ORD001918,Credit Card,Success
PAY001919,ORD001919,Wallet,Failed
PAY001920,ORD001920,Cash,Success
PAY001921,ORD001921,Wallet,Success
PAY001922,ORD001922,Debit Card,Success
PAY001923,ORD001923,Credit Card,Refunded
PAY001924,ORD001924,Credit Card,Success
PAY001925,ORD001925,Cash,Failed
PAY001926,ORD001926,UPI,Success
PAY001927,ORD001927,Debit Card,Success
PAY001928,ORD001928,Debit Card,Success
PAY001929,ORD001929,Wallet,Success
PAY001930,ORD001930,UPI,Success
PAY001931,ORD001931,Wallet,Success
PAY001932,ORD001932,Cash,Success
PAY001933,ORD001933,UPI,Success
PAY001934,ORD001934,Cash,Success
PAY001935,ORD001935,UPI,Success
PAY001936,ORD001936,Credit Card,Success
PAY001937,ORD001937,Credit Card,Success
PAY001938,ORD001938,Debit Card,Success
PAY001939,ORD001939,Credit Card,Success
PAY001940,ORD001940,UPI,Success
PAY001941,ORD001941,UPI,Success
PAY001942,ORD001942,Credit Card,Failed
PAY001943,ORD001943,Wallet,Success
PAY001944,ORD001944,Credit Card,Success
PAY001945,ORD001945,Debit Card,Success
PAY001946,ORD001946,Credit Card,Success
PAY001947,ORD001947,Credit Card,Refunded
PAY001948,ORD001948,Credit Card,Failed
PAY001949,ORD001949,Wallet,Success
PAY001950,ORD001950,Cash,Success
PAY001951,ORD001951,Cash,Refunded
PAY001952,ORD001952,Wallet,Success
PAY001953,ORD001953,Cash,Success
PAY001954,ORD001954,Debit Card,Refunded
PAY001955,ORD001955,Credit Card,Success
PAY001956,ORD001956,Debit Card,Success
PAY001957,ORD001957,Credit Card,Success
PAY001958,ORD001958,Credit Card,Success
PAY001959,ORD001959,Wallet,Success
PAY001960,ORD001960,Cash,Success
PAY001961,ORD001961,Credit Card,Success
PAY001962,ORD001962,Debit Card,Failed
PAY001963,ORD001963,Wallet,Success
PAY001964,ORD001964,Cash,Success
PAY001965,ORD001965,Credit Card,Refunded
PAY001966,ORD001966,Debit Card,Success
PAY001967,ORD001967,Credit Card,Success
PAY001968,ORD001968,Credit Card,Success
PAY001969,ORD001969,UPI,Success
PAY001970,ORD001970,Wallet,Success
PAY001971,ORD001971,Credit Card,Success
PAY001972,ORD001972,Credit Card,Success
PAY001973,ORD001973,Debit Card,Success
PAY001974,ORD001974,Wallet,Success
PAY001975,ORD001975,Wallet,Failed
PAY001976,ORD001976,Wallet,Success
PAY001977,ORD001977,Wallet,Success
PAY001978,ORD001978,Cash,Success
PAY001979,ORD001979,Credit Card,Success
PAY001980,ORD001980,Credit Card,Refunded
PAY001981,ORD001981,Debit Card,Success
PAY001982,ORD001982,UPI,Success
PAY001983,ORD001983,UPI,Success
PAY001984,ORD001984,Debit Card,Success
PAY001985,ORD001985,Credit Card,Success
PAY001986,ORD001986,UPI,Failed
PAY001987,ORD001987,Credit Card,Success
PAY001988,ORD001988,Debit Card,Failed
PAY001989,ORD001989,UPI,Failed
PAY001990,ORD001990,Wallet,Success
PAY001991,ORD001991,UPI,Failed
PAY001992,ORD001992,Debit Card,Success
PAY001993,ORD001993,UPI,Success
PAY001994,ORD001994,Cash,Refunded
PAY001995,ORD001995,Wallet,Success
PAY001996,ORD001996,Credit Card,Success
PAY001997,ORD001997,UPI,Success
PAY001998,ORD001998,Debit Card,Success
PAY001999,ORD001999,Debit Card,Success
PAY002000,ORD002000,Cash,Success
PAY002001,ORD002001,Cash,Success
PAY002002,ORD002002,Debit Card,Success
PAY002003,ORD002003,Wallet,Success
PAY002004,ORD002004,Wallet,Success
PAY002005,ORD002005,Cash,Success
PAY002006,ORD002006,Credit Card,Success
PAY002007,ORD002007,Cash,Success
PAY002008,ORD002008,UPI,Success
PAY002009,ORD002009,Credit Card,Success
PAY002010,ORD002010,Wallet,Success
PAY002011,ORD002011,Debit Card,Refunded
PAY002012,ORD002012,Cash,Failed
PAY002013,ORD002013,Credit Card,Success
PAY002014,ORD002014,Credit Card,Success
PAY002015,ORD002015,Wallet,Success
PAY002016,ORD002016,Debit Card,Success
PAY002017,ORD002017,Credit Card,Success
PAY002018,ORD002018,Credit Card,Success
PAY002019,ORD002019,UPI,Refunded
PAY002020,ORD002020,Wallet,Refunded
PAY002021,ORD002021,UPI,Success
PAY002022,ORD002022,UPI,Failed
PAY002023,ORD002023,Debit Card,Failed
PAY002024,ORD002024,UPI,Success
PAY002025,ORD002025,Credit Card,Success
PAY002026,ORD002026,Wallet,Success
PAY002027,ORD002027,Debit Card,Refunded
PAY002028,ORD002028,Wallet,Success
PAY002029,ORD002029,UPI,Success
PAY002030,ORD002030,Wallet,Success
PAY002031,ORD002031,Wallet,Success
PAY002032,ORD002032,Cash,Success
PAY002033,ORD002033,Debit Card,Success
PAY002034,ORD002034,UPI,Failed
PAY002035,ORD002035,Credit Card,Refunded
PAY002036,ORD002036,Cash,Success
PAY002037,ORD002037,Cash,Success
PAY002038,ORD002038,Credit Card,Success
PAY002039,ORD002039,UPI,Success
PAY002040,ORD002040,UPI,Success
PAY002041,ORD002041,Wallet,Success
PAY002042,ORD002042,Cash,Refunded
PAY002043,ORD002043,Cash,Success
PAY002044,ORD002044,Debit Card,Success
PAY002045,ORD002045,Cash,Success
PAY002046,ORD002046,Credit Card,Success
PAY002047,ORD002047,Debit Card,Success
PAY002048,ORD002048,Cash,Failed
PAY002049,ORD002049,Cash,Failed
PAY002050,ORD002050,Debit Card,Success
PAY002051,ORD002051,Credit Card,Success
PAY002052,ORD002052,Credit Card,Success
PAY002053,ORD002053,Credit Card,Success
PAY002054,ORD002054,Wallet,Refunded
PAY002055,ORD002055,Cash,Success
PAY002056,ORD002056,Cash,Success
PAY002057,ORD002057,Wallet,Success
PAY002058,ORD002058,Credit Card,Success
PAY002059,ORD002059,Debit Card,Refunded
PAY002060,ORD002060,UPI,Success
PAY002061,ORD002061,Cash,Success
PAY002062,ORD002062,Credit Card,Success
PAY002063,ORD002063,Wallet,Success
PAY002064,ORD002064,Cash,Refunded
PAY002065,ORD002065,UPI,Success
PAY002066,ORD002066,Cash,Success
PAY002067,ORD002067,Credit Card,Refunded
PAY002068,ORD002068,UPI,Success
PAY002069,ORD002069,Cash,Success
PAY002070,ORD002070,Credit Card,Success
PAY002071,ORD002071,Wallet,Success
PAY002072,ORD002072,Credit Card,Success
PAY002073,ORD002073,Wallet,Success
PAY002074,ORD002074,Wallet,Success
PAY002075,ORD002075,Credit Card,Success
PAY002076,ORD002076,Cash,Success
PAY002077,ORD002077,Cash,Success
PAY002078,ORD002078,Debit Card,Success
PAY002079,ORD002079,Debit Card,Success
PAY002080,ORD002080,Cash,Success
PAY002081,ORD002081,Wallet,Success
PAY002082,ORD002082,Credit Card,Success
PAY002083,ORD002083,Debit Card,Success
PAY002084,ORD002084,Credit Card,Success
PAY002085,ORD002085,Debit Card,Success
PAY002086,ORD002086,Debit Card,Success
PAY002087,ORD002087,Cash,Success
PAY002088,ORD002088,Cash,Success
PAY002089,ORD002089,Cash,Success
PAY002090,ORD002090,Cash,Success
PAY002091,ORD002091,Cash,Success
PAY002092,ORD002092,Wallet,Success
PAY002093,ORD002093,Cash,Success
PAY002094,ORD002094,Cash,Success
PAY002095,ORD002095,UPI,Failed
PAY002096,ORD002096,Debit Card,Success
PAY002097,ORD002097,Wallet,Success
PAY002098,ORD002098,Credit Card,Refunded
PAY002099,ORD002099,Wallet,Refunded
PAY002100,ORD002100,Credit Card,Success
PAY002101,ORD002101,UPI,Refunded
PAY002102,ORD002102,Debit Card,Success
PAY002103,ORD002103,Wallet,Success
PAY002104,ORD002104,Debit Card,Refunded
PAY002105,ORD002105,UPI,Success
PAY002106,ORD002106,Debit Card,Success
PAY002107,ORD002107,Wallet,Success
PAY002108,ORD002108,Debit Card,Success
PAY002109,ORD002109,Debit Card,Success
PAY002110,ORD002110,Wallet,Success
PAY002111,ORD002111,UPI,Success
PAY002112,ORD002112,UPI,Success
PAY002113,ORD002113,Wallet,Success
PAY002114,ORD002114,Cash,Success
PAY002115,ORD002115,Debit Card,Success
PAY002116,ORD002116,Debit Card,Success
PAY002117,ORD002117,Credit Card,Success
PAY002118,ORD002118,Cash,Failed
PAY002119,ORD002119,UPI,Refunded
PAY002120,ORD002120,Cash,Success
PAY002121,ORD002121,Debit Card,Success
PAY002122,ORD002122,Wallet,Success
PAY002123,ORD002123,Credit Card,Success
PAY002124,ORD002124,UPI,Success
PAY002125,ORD002125,Wallet,Success
PAY002126,ORD002126,Cash,Success
PAY002127,ORD002127,Debit Card,Refunded
PAY002128,ORD002128,UPI,Refunded
PAY002129,ORD002129,UPI,Success
PAY002130,ORD002130,Cash,Success
PAY002131,ORD002131,UPI,Failed
PAY002132,ORD002132,Wallet,Success
PAY002133,ORD002133,UPI,Success
PAY002134,ORD002134,Debit Card,Success
PAY002135,ORD002135,Debit Card,Success
PAY002136,ORD002136,Credit Card,Failed
PAY002137,ORD002137,UPI,Success
PAY002138,ORD002138,Debit Card,Success
PAY002139,ORD002139,UPI,Success
PAY002140,ORD002140,UPI,Success
PAY002141,ORD002141,Cash,Success
PAY002142,ORD002142,Debit Card,Success
PAY002143,ORD002143,UPI,Success
PAY002144,ORD002144,Cash,Success
PAY002145,ORD002145,UPI,Success
PAY002146,ORD002146,Credit Card,Failed
PAY002147,ORD002147,Debit Card,Success
PAY002148,ORD002148,UPI,Success
PAY002149,ORD002149,UPI,Success
PAY002150,ORD002150,UPI,Success
PAY002151,ORD002151,Cash,Success
PAY002152,ORD002152,Cash,Success
PAY002153,ORD002153,UPI,Success
PAY002154,ORD002154,Wallet,Success
PAY002155,ORD002155,Credit Card,Success
PAY002156,ORD002156,Wallet,Refunded
PAY002157,ORD002157,Cash,Success
PAY002158,ORD002158,Wallet,Success
PAY002159,ORD002159,Wallet,Success
PAY002160,ORD002160,UPI,Success
PAY002161,ORD002161,Wallet,Success
PAY002162,ORD002162,Wallet,Success
PAY002163,ORD002163,Debit Card,Success
PAY002164,ORD002164,UPI,Success
PAY002165,ORD002165,Cash,Refunded
PAY002166,ORD002166,Cash,Success
PAY002167,ORD002167,Credit Card,Success
PAY002168,ORD002168,Cash,Success
PAY002169,ORD002169,Cash,Success
PAY002170,ORD002170,Wallet,Failed
PAY002171,ORD002171,Wallet,Success
PAY002172,ORD002172,Debit Card,Success
PAY002173,ORD002173,Debit Card,Success
PAY002174,ORD002174,Wallet,Success
PAY002175,ORD002175,UPI,Success
PAY002176,ORD002176,Wallet,Success
PAY002177,ORD002177,UPI,Success
PAY002178,ORD002178,Cash,Success
PAY002179,ORD002179,Debit Card,Success
PAY002180,ORD002180,Cash,Success
PAY002181,ORD002181,UPI,Success
PAY002182,ORD002182,UPI,Success
PAY002183,ORD002183,Credit Card,Success
PAY002184,ORD002184,Cash,Refunded
PAY002185,ORD002185,Debit Card,Success
PAY002186,ORD002186,Cash,Success
PAY002187,ORD002187,UPI,Success
PAY002188,ORD002188,Debit Card,Success
PAY002189,ORD002189,Debit Card,Success
PAY002190,ORD002190,Cash,Success
PAY002191,ORD002191,Debit Card,Success
PAY002192,ORD002192,Cash,Success
PAY002193,ORD002193,Debit Card,Success
PAY002194,ORD002194,Debit Card,Success
PAY002195,ORD002195,Cash,Success
PAY002196,ORD002196,Wallet,Success
PAY002197,ORD002197,Debit Card,Success
PAY002198,ORD002198,Cash,Refunded
PAY002199,ORD002199,Credit Card,Success
PAY002200,ORD002200,Credit Card,Failed
PAY002201,ORD002201,UPI,Success
PAY002202,ORD002202,UPI,Failed
PAY002203,ORD002203,Credit Card,Success
PAY002204,ORD002204,Credit Card,Success
PAY002205,ORD002205,Credit Card,Success
