review_id,order_id,customer_id,restaurant_id,rating,review_text
REV02170,ORD006815,CUST00210,REST0044,2,Average experience
REV02171,ORD005412,CUST02130,REST0007,2,Would order again
REV02172,ORD008748,CUST02146,REST0161,1,Average experience
REV02173,ORD005523,CUST01921,REST0029,3,Not satisfied
REV02174,ORD001045,CUST01858,REST0040,1,Not satisfied
REV02175,ORD007335,CUST00664,REST0050,4,Loved it
REV02176,ORD001558,CUST00853,REST0281,2,Average experience
REV02177,ORD003740,CUST02327,REST0059,4,Not satisfied
REV02178,ORD003523,CUST01060,REST0289,5,Very late delivery
REV02179,ORD000181,CUST01246,REST0150,4,Very late delivery
REV02180,ORD002116,CUST02209,REST0035,4,Would order again
REV02181,ORD001700,CUST02259,REST0137,2,Amazing food
REV02182,ORD001380,CUST01346,REST0293,4,Would order again
REV02183,ORD007230,CUST00657,REST0157,2,Average experience
REV02184,ORD009144,CUST00824,REST0130,3,Very late delivery
REV02185,ORD000619,CUST01311,REST0297,4,Average experience
REV02186,ORD003182,CUST01134,REST0298,4,Loved it
REV02187,ORD009852,CUST00249,REST0227,3,Worth the money
REV02188,ORD001601,CUST00656,REST0034,3,Very late delivery
REV02189,ORD005964,CUST01438,REST0248,1,Loved it
REV02190,ORD001616,CUST01452,REST0049,1,Delivery was delayed
REV02191,ORD005921,CUST02285,REST0091,3,Loved it
REV02192,ORD009592,CUST00857,REST0102,5,Average experience
REV02193,ORD003892,CUST02338,REST0258,5,Average experience
REV02194,ORD002084,CUST00450,REST0074,1,Very late delivery
REV02195,ORD004575,CUST00677,REST0176,5,Delivery was delayed
REV02196,ORD005595,CUST00005,REST0134,4,Would order again
REV02197,ORD005122,CUST01825,REST0002,4,Average experience
REV02198,ORD004588,CUST01283,REST0213,3,Packaging was poor
REV02199,ORD004903,CUST02149,REST0118,1,Delivery was delayed
REV02200,ORD008253,CUST02096,REST0127,2,Average experience
REV02201,ORD005917,CUST00498,REST0120,5,Average experience
REV02202,ORD005130,CUST00613,REST0210,1,Delivery was delayed
REV02203,ORD008335,CUST01632,REST0098,4,Not satisfied
REV02204,ORD001919,CUST02325,REST0300,5,Not satisfied
REV02205,ORD008331,CUST01646,REST0165,3,Excellent taste
REV02206,ORD005708,CUST00980,REST0163,1,Excellent taste
REV02207,ORD005385,CUST01220,REST0161,3,Amazing food
REV02208,ORD006337,CUST00988,REST0213,2,Worth the money
REV02209,ORD002055,CUST00089,REST0095,5,Not satisfied
REV02210,ORD007613,CUST02223,REST0211,2,Delivery was delayed
REV02211,ORD009210,CUST00884,REST0075,2,Would order again
REV02212,ORD003964,CUST01155,REST0296,4,Excellent taste
REV02213,ORD001127,CUST00450,REST0034,2,Delivery was delayed
REV02214,ORD003429,CUST01325,REST0146,4,Delivery was delayed
REV02215,ORD004602,CUST00380,REST0149,5,Amazing food
REV02216,ORD003722,CUST00356,REST0118,2,Loved it
REV02217,ORD002390,CUST02486,REST0089,5,Would order again
REV02218,ORD001323,CUST00037,REST0228,4,Very late delivery
REV02219,ORD001604,CUST01973,REST0191,3,Excellent taste
REV02220,ORD007225,CUST00290,REST0080,3,Would order again
REV02221,ORD007426,CUST02133,REST0148,3,Very late delivery
REV02222,ORD004337,CUST00466,REST0149,1,Average experience
REV02223,ORD005594,CUST00590,REST0187,3,Excellent taste
REV02224,ORD004412,CUST02026,REST0097,5,Excellent taste
REV02225,ORD005859,CUST02438,REST0161,5,Packaging was poor
REV02226,ORD009344,CUST01812,REST0102,5,Loved it
REV02227,ORD003992,CUST01221,REST0225,2,Very late delivery
REV02228,ORD006080,CUST00995,REST0149,3,Average experience
REV02229,ORD001560,CUST01665,REST0016,1,Not satisfied
REV02230,ORD004683,CUST02345,REST0227,3,Delivery was delayed
REV02231,ORD007558,CUST00326,REST0257,3,Delivery was delayed
REV02232,ORD003773,CUST00243,REST0181,2,Not satisfied
REV02233,ORD008780,CUST02136,REST0013,3,Delivery was delayed
REV02234,ORD003458,CUST01577,REST0016,4,Worth the money
REV02235,ORD008384,CUST00455,REST0071,2,Amazing food
REV02236,ORD001355,CUST01420,REST0285,5,Excellent taste
REV02237,ORD000046,CUST02087,REST0043,3,Would order again
REV02238,ORD009873,CUST00869,REST0183,3,Packaging was poor
REV02239,ORD000749,CUST00811,REST0253,4,Would order again
REV02240,ORD007918,CUST00883,REST0276,3,Not satisfied
REV02241,ORD004242,CUST00762,REST0062,2,Average experience
REV02242,ORD005629,CUST02383,REST0022,3,Average experience
REV02243,ORD004658,CUST02292,REST0160,5,Amazing food
REV02244,ORD004239,CUST00552,REST0097,5,Loved it
REV02245,ORD003461,CUST00732,REST0150,4,Delivery was delayed
REV02246,ORD007382,CUST00989,REST0182,5,Loved it
REV02247,ORD005550,CUST02058,REST0054,2,Loved it
REV02248,ORD007076,CUST00495,REST0015,3,Not satisfied
REV02249,ORD005839,CUST01020,REST0157,1,Delivery was delayed
REV02250,ORD008092,CUST02167,REST0074,5,Average experience
REV02251,ORD005475,CUST02027,REST0061,1,Excellent taste
REV02252,ORD003615,CUST00842,REST0016,4,Delivery was delayed
REV02253,ORD007502,CUST01382,REST0148,2,Loved it
REV02254,ORD007054,CUST00743,REST0057,5,Would order again
REV02255,ORD007368,CUST02033,REST0283,5,Amazing food
REV02256,ORD008020,CUST00417,REST0129,4,Packaging was poor
REV02257,ORD009639,CUST00255,REST0061,2,Excellent taste
REV02258,ORD009056,CUST01260,REST0165,1,Loved it
REV02259,ORD000665,CUST00426,REST0009,4,Worth the money
REV02260,ORD002320,CUST00720,REST0146,4,Would order again
REV02261,ORD003543,CUST01289,REST0108,4,Average experience
REV02262,ORD003678,CUST02315,REST0036,5,Loved it
REV02263,ORD009600,CUST00718,REST0273,1,Not satisfied
REV02264,ORD003092,CUST02456,REST0102,2,Delivery was delayed
REV02265,ORD000676,CUST01817,REST0104,4,Delivery was delayed
REV02266,ORD008677,CUST00516,REST0060,4,Very late delivery
REV02267,ORD004885,CUST01768,REST0018,4,Average experience
REV02268,ORD008080,CUST01130,REST0190,2,Amazing food
REV02269,ORD001963,CUST01174,REST0211,1,Worth the money
REV02270,ORD001841,CUST01213,REST0003,2,Very late delivery
REV02271,ORD007169,CUST02133,REST0139,5,Packaging was poor
REV02272,ORD009899,CUST00654,REST0059,5,Amazing food
REV02273,ORD003539,CUST00527,REST0091,2,Amazing food
REV02274,ORD008027,CUST02268,REST0266,1,Very late delivery
REV02275,ORD004867,CUST01459,REST0240,3,Excellent taste
REV02276,ORD004175,CUST01820,REST0109,1,Very late delivery
REV02277,ORD008089,CUST00096,REST0227,4,Worth the money
REV02278,ORD004378,CUST00515,REST0232,3,Would order again
REV02279,ORD006212,CUST02037,REST0241,3,Amazing food
REV02280,ORD004767,CUST00870,REST0135,1,Not satisfied
REV02281,ORD000412,CUST01668,REST0176,1,Packaging was poor
REV02282,ORD000614,CUST00645,REST0264,4,Worth the money
REV02283,ORD006127,CUST00859,REST0299,2,Would order again
REV02284,ORD005211,CUST00539,REST0029,4,Worth the money
REV02285,ORD001431,CUST01223,REST0074,3,Worth the money
REV02286,ORD002426,CUST00033,REST0285,3,Packaging was poor
REV02287,ORD008842,CUST01952,REST0138,1,Excellent taste
REV02288,ORD003834,CUST02295,REST0135,4,Not satisfied
REV02289,ORD004719,CUST01077,REST0104,4,Amazing food
REV02290,ORD007186,CUST01309,REST0184,3,Loved it
REV02291,ORD001418,CUST01110,REST0018,1,Loved it
REV02292,ORD007200,CUST00460,REST0046,2,Packaging was poor
REV02293,ORD000605,CUST01697,REST0243,1,Amazing food
REV02294,ORD001273,CUST01068,REST0196,4,Average experience
REV02295,ORD003965,CUST00938,REST0232,5,Not satisfied
REV02296,ORD006368,CUST02343,REST0144,2,Loved it
REV02297,ORD008747,CUST00368,REST0117,3,Delivery was delayed
REV02298,ORD000248,CUST00378,REST0286,2,Not satisfied
REV02299,ORD009227,CUST01770,REST0149,3,Excellent taste
REV02300,ORD001983,CUST00292,REST0223,3,Delivery was delayed
REV02301,ORD002836,CUST00753,REST0077,3,Worth the money
REV02302,ORD005376,CUST00743,REST0065,2,Delivery was delayed
REV02303,ORD000200,CUST00598,REST0135,1,Loved it
REV02304,ORD000486,CUST02450,REST0189,1,Average experience
REV02305,ORD006084,CUST00197,REST0195,3,Not satisfied
REV02306,ORD008957,CUST01243,REST0010,4,Amazing food
REV02307,ORD000456,CUST00142,REST0145,1,Very late delivery
REV02308,ORD009799,CUST01015,REST0298,5,Amazing food
REV02309,ORD008827,CUST02373,REST0254,5,Amazing food
REV02310,ORD006516,CUST00720,REST0011,3,Average experience
REV02311,ORD001722,CUST00543,REST0017,5,Would order again
REV02312,ORD007051,CUST00758,REST0075,5,Amazing food
REV02313,ORD006383,CUST02316,REST0052,3,Very late delivery
REV02314,ORD008166,CUST00752,REST0142,3,Loved it
REV02315,ORD005768,CUST00632,REST0195,3,Loved it
REV02316,ORD005810,CUST01622,REST0287,5,Loved it
REV02317,ORD004627,CUST00279,REST0217,2,Excellent taste
REV02318,ORD000863,CUST00854,REST0003,5,Very late delivery
REV02319,ORD002095,CUST00276,REST0071,2,Amazing food
REV02320,ORD000948,CUST02440,REST0259,2,Average experience
REV02321,ORD005642,CUST00784,REST0187,2,Excellent taste
REV02322,ORD001445,CUST00924,REST0155,5,Very late delivery
REV02323,ORD001281,CUST01636,REST0179,1,Would order again
REV02324,ORD003111,CUST01286,REST0267,1,Delivery was delayed
REV02325,ORD008953,CUST02007,REST0058,5,Not satisfied
REV02326,ORD007610,CUST01730,REST0101,3,Amazing food
REV02327,ORD005136,CUST01724,REST0095,4,Excellent taste
REV02328,ORD003017,CUST01831,REST0105,4,Packaging was poor
REV02329,ORD002303,CUST01687,REST0126,1,Packaging was poor
REV02330,ORD002005,CUST01513,REST0055,2,Loved it
REV02331,ORD004581,CUST01581,REST0028,3,Very late delivery
REV02332,ORD008705,CUST00842,REST0207,3,Excellent taste
REV02333,ORD001006,CUST00953,REST0258,2,Not satisfied
REV02334,ORD005139,CUST01319,REST0229,4,Would order again
REV02335,ORD004318,CUST02028,REST0081,2,Loved it
REV02336,ORD006559,CUST00247,REST0193,4,Delivery was delayed
REV02337,ORD004388,CUST01731,REST0201,4,Average experience
REV02338,ORD002133,CUST01650,REST0234,1,Not satisfied
REV02339,ORD004266,CUST01522,REST0180,1,Worth the money
REV02340,ORD002058,CUST00002,REST0147,2,Packaging was poor
REV02341,ORD005387,CUST00717,REST0046,4,Loved it
REV02342,ORD000230,CUST00647,REST0081,2,Loved it
REV02343,ORD002890,CUST02240,REST0084,4,Loved it
REV02344,ORD004473,CUST00238,REST0084,1,Loved it
REV02345,ORD006065,CUST01776,REST0185,5,Average experience
REV02346,ORD007925,CUST00814,REST0287,1,Average experience
REV02347,ORD007650,CUST01057,REST0174,5,Would order again
REV02348,ORD008382,CUST01556,REST0251,4,Worth the money
REV02349,ORD000210,CUST02152,REST0247,1,Excellent taste
REV02350,ORD002759,CUST00852,REST0016,2,Not satisfied
REV02351,ORD008472,CUST01869,REST0073,1,Average experience
REV02352,ORD002949,CUST00658,REST0161,4,Excellent taste
REV02353,ORD007117,CUST01749,REST0251,1,Loved it
REV02354,ORD006331,CUST00632,REST0185,4,Packaging was poor
REV02355,ORD001729,CUST01259,REST0252,5,Worth the money
REV02356,ORD004177,CUST02455,REST0048,4,Average experience
REV02357,ORD000338,CUST00490,REST0170,4,Not satisfied
REV02358,ORD004985,CUST01726,REST0156,5,Would order again
REV02359,ORD006879,CUST02120,REST0197,2,Very late delivery
REV02360,ORD007249,CUST02233,REST0290,1,Worth the money
REV02361,ORD008453,CUST02035,REST0214,3,Amazing food
REV02362,ORD001227,CUST00928,REST0295,5,Loved it
REV02363,ORD007609,CUST02419,REST0115,4,Amazing food
REV02364,ORD006828,CUST00285,REST0201,3,Packaging was poor
REV02365,ORD003541,CUST01739,REST0062,4,Delivery was delayed
REV02366,ORD005869,CUST01513,REST0205,5,Not satisfied
REV02367,ORD002112,CUST01595,REST0218,5,Excellent taste
REV02368,ORD002692,CUST01114,REST0162,4,Amazing food
REV02369,ORD007154,CUST02162,REST0240,3,Very late delivery
REV02370,ORD003708,CUST02206,REST0109,1,Loved it
REV02371,ORD001018,CUST00271,REST0244,3,Packaging was poor
REV02372,ORD008512,CUST01048,REST0268,3,Delivery was delayed
REV02373,ORD002808,CUST01651,REST0298,3,Worth the money
REV02374,ORD005016,CUST00196,REST0242,2,Very late delivery
REV02375,ORD001929,CUST02030,REST0223,4,Would order again
REV02376,ORD000351,CUST01656,REST0022,2,Very late delivery
REV02377,ORD005174,CUST01237,REST0173,5,Delivery was delayed
REV02378,ORD004193,CUST00801,REST0244,2,Would order again
REV02379,ORD001935,CUST01861,REST0028,4,Very late delivery
REV02380,ORD006902,CUST02190,REST0108,1,Loved it
REV02381,ORD004824,CUST02011,REST0081,4,Excellent taste
REV02382,ORD000565,CUST00369,REST0082,5,Loved it
REV02383,ORD001583,CUST01426,REST0025,4,Amazing food
REV02384,ORD004695,CUST01903,REST0234,4,Loved it
REV02385,ORD002176,CUST01588,REST0169,4,Packaging was poor
REV02386,ORD007029,CUST01516,REST0243,5,Very late delivery
REV02387,ORD004881,CUST00673,REST0244,2,Would order again
REV02388,ORD002229,CUST00440,REST0165,1,Excellent taste
REV02389,ORD001116,CUST00701,REST0035,4,Not satisfied
REV02390,ORD003127,CUST01518,REST0038,2,Delivery was delayed
REV02391,ORD003545,CUST01274,REST0017,5,Worth the money
REV02392,ORD005049,CUST00250,REST0177,3,Loved it
REV02393,ORD007477,CUST00289,REST0191,2,Average experience
REV02394,ORD000822,CUST00714,REST0038,3,Very late delivery
REV02395,ORD006533,CUST00433,REST0075,4,Amazing food
REV02396,ORD002273,CUST01966,REST0064,4,Very late delivery
REV02397,ORD005546,CUST02371,REST0090,3,Amazing food
REV02398,ORD000082,CUST01123,REST0235,2,Excellent taste
REV02399,ORD001324,CUST00585,REST0211,1,Not satisfied
REV02400,ORD009406,CUST00824,REST0080,3,Average experience
REV02401,ORD001615,CUST00813,REST0107,2,Amazing food
REV02402,ORD000832,CUST02037,REST0079,1,Not satisfied
REV02403,ORD003884,CUST02487,REST0207,4,Would order again
REV02404,ORD008642,CUST01866,REST0251,4,Excellent taste
REV02405,ORD004465,CUST02479,REST0073,2,Would order again
REV02406,ORD005340,CUST00188,REST0103,5,Packaging was poor
REV02407,ORD008067,CUST00959,REST0213,3,Loved it
REV02408,ORD001650,CUST01778,REST0137,2,Very late delivery
REV02409,ORD004066,CUST01252,REST0002,1,Would order again
REV02410,ORD009666,CUST01989,REST0007,3,Amazing food
REV02411,ORD003039,CUST01260,REST0207,4,Would order again
REV02412,ORD003321,CUST01818,REST0155,3,Packaging was poor
REV02413,ORD007144,CUST00653,REST0169,2,Would order again
REV02414,ORD006890,CUST00263,REST0250,5,Excellent taste
REV02415,ORD005093,CUST00529,REST0156,4,Not satisfied
REV02416,ORD003721,CUST01476,REST0043,2,Would order again
REV02417,ORD002424,CUST02298,REST0123,1,Very late delivery
REV02418,ORD000750,CUST00161,REST0209,2,Loved it
REV02419,ORD005272,CUST00062,REST0299,3,Not satisfied
REV02420,ORD002374,CUST02192,REST0217,5,Delivery was delayed
REV02421,ORD004694,CUST02093,REST0041,3,Delivery was delayed
REV02422,ORD009880,CUST00483,REST0169,5,Would order again
REV02423,ORD008371,CUST00965,REST0075,5,Amazing food
REV02424,ORD007320,CUST01112,REST0131,5,Excellent taste
REV02425,ORD004369,CUST02021,REST0179,2,Worth the money
REV02426,ORD006786,CUST01941,REST0085,5,Worth the money
REV02427,ORD007402,CUST01877,REST0208,3,Loved it
REV02428,ORD001140,CUST01482,REST0031,4,Would order again
REV02429,ORD007632,CUST01798,REST0248,2,Worth the money
REV02430,ORD002232,CUST02063,REST0251,2,Delivery was delayed
REV02431,ORD002165,CUST01962,REST0051,2,Not satisfied
REV02432,ORD005218,CUST00973,REST0193,5,Worth the money
REV02433,ORD009445,CUST02241,REST0193,3,Not satisfied
REV02434,ORD009238,CUST01092,REST0281,5,Excellent taste
REV02435,ORD004562,CUST01745,REST0185,3,Very late delivery
REV02436,ORD001571,CUST02263,REST0207,1,Would order again
REV02437,ORD000173,CUST00761,REST0142,1,Delivery was delayed
REV02438,ORD007164,CUST01158,REST0204,5,Would order again
REV02439,ORD002088,CUST00763,REST0076,1,Amazing food
REV02440,ORD004668,CUST00188,REST0230,1,Delivery was delayed
REV02441,ORD004566,CUST00025,REST0003,4,Not satisfied
REV02442,ORD007090,CUST00945,REST0213,3,Average experience
REV02443,ORD006570,CUST00520,REST0135,1,Not satisfied
REV02444,ORD004784,CUST00557,REST0215,5,Very late delivery
REV02445,ORD002685,CUST00866,REST0149,2,Amazing food
REV02446,ORD001833,CUST02225,REST0031,1,Very late delivery
REV02447,ORD008547,CUST00053,REST0200,1,Delivery was delayed
REV02448,ORD005066,CUST01506,REST0066,2,Loved it
REV02449,ORD009131,CUST00856,REST0113,2,Amazing food
REV02450,ORD009356,CUST01672,REST0189,3,Excellent taste
REV02451,ORD004413,CUST02008,REST0131,4,Would order again
REV02452,ORD007208,CUST01639,REST0036,1,Not satisfied
REV02453,ORD009891,CUST00107,REST0128,5,Amazing food
REV02454,ORD000835,CUST01360,REST0234,2,Not satisfied
REV02455,ORD006822,CUST01330,REST0296,4,Amazing food
REV02456,ORD003782,CUST00428,REST0211,5,Average experience
REV02457,ORD009013,CUST01783,REST0083,1,Would order again
REV02458,ORD007500,CUST02192,REST0169,5,Worth the money
REV02459,ORD003425,CUST00466,REST0110,2,Very late delivery
REV02460,ORD000066,CUST01211,REST0050,1,Excellent taste
REV02461,ORD002964,CUST00835,REST0258,4,Very late delivery
REV02462,ORD005670,CUST01227,REST0204,2,Very late delivery
REV02463,ORD008963,CUST01706,REST0161,5,Not satisfied
REV02464,ORD000355,CUST02013,REST0054,5,Average experience
REV02465,ORD008172,CUST01597,REST0147,3,Worth the money
REV02466,ORD004031,CUST02327,REST0055,3,Would order again
REV02467,ORD008535,CUST00022,REST0278,4,Amazing food
REV02468,ORD003652,CUST01771,REST0067,4,Loved it
REV02469,ORD006740,CUST00863,REST0296,5,Packaging was poor
REV02470,ORD003298,CUST00086,REST0193,3,Not satisfied
REV02471,ORD004128,CUST02264,REST0251,5,Would order again
REV02472,ORD008044,CUST01755,REST0114,3,Average experience
REV02473,ORD004768,CUST01940,REST0029,2,Excellent taste
REV02474,ORD000473,CUST00846,REST0256,1,Worth the money
REV02475,ORD003762,CUST01119,REST0244,1,Worth the money
REV02476,ORD008618,CUST01388,REST0228,1,Loved it
REV02477,ORD003567,CUST00530,REST0244,4,Excellent taste
REV02478,ORD002761,CUST02289,REST0072,3,Amazing food
REV02479,ORD000869,CUST00820,REST0074,5,Not satisfied
REV02480,ORD009383,CUST00995,REST0227,1,Average experience
REV02481,ORD008689,CUST02010,REST0084,1,Very late delivery
REV02482,ORD004053,CUST01202,REST0057,5,Would order again
REV02483,ORD006131,CUST01945,REST0055,2,Amazing food
REV02484,ORD003245,CUST01084,REST0058,3,Loved it
REV02485,ORD004843,CUST00086,REST0144,3,Average experience
REV02486,ORD009331,CUST01362,REST0054,1,Delivery was delayed
REV02487,ORD005641,CUST00309,REST0134,2,Would order again
REV02488,ORD005781,CUST00961,REST0290,3,Very late delivery
REV02489,ORD008541,CUST00815,REST0128,3,Very late delivery
REV02490,ORD001076,CUST00794,REST0281,2,Delivery was delayed
REV02491,ORD002958,CUST00251,REST0014,1,Worth the money
REV02492,ORD006753,CUST01127,REST0209,3,Amazing food
REV02493,ORD008658,CUST02315,REST0041,2,Delivery was delayed
REV02494,ORD007273,CUST02368,REST0241,1,Very late delivery
REV02495,ORD004760,CUST02282,REST0016,2,Average experience
REV02496,ORD004863,CUST01450,REST0223,5,Worth the money
REV02497,ORD007026,CUST00224,REST0090,4,Amazing food
REV02498,ORD007648,CUST02282,REST0089,5,Very late delivery
REV02499,ORD007162,CUST00713,REST0098,4,Delivery was delayed
REV02500,ORD000074,CUST02265,REST0033,1,Worth the money
REV02501,ORD004902,CUST00826,REST0267,3,Amazing food
REV02502,ORD004376,CUST01042,REST0004,2,Delivery was delayed
REV02503,ORD006699,CUST01642,REST0010,2,Excellent taste
REV02504,ORD009806,CUST00787,REST0225,4,Loved it
REV02505,ORD001102,CUST01344,REST0005,5,Average experience
REV02506,ORD009538,CUST00140,REST0260,5,Excellent taste
REV02507,ORD007656,CUST00506,REST0181,3,Worth the money
REV02508,ORD005236,CUST01785,REST0156,5,Not satisfied
REV02509,ORD005166,CUST02430,REST0267,1,Amazing food
REV02510,ORD000119,CUST00712,REST0243,1,Delivery was delayed
REV02511,ORD002023,CUST00518,REST0262,2,Not satisfied
REV02512,ORD009886,CUST02146,REST0286,1,Delivery was delayed
REV02513,ORD002639,CUST00403,REST0276,5,Delivery was delayed
REV02514,ORD002035,CUST02295,REST0036,4,Amazing food
REV02515,ORD002565,CUST00533,REST0087,5,Packaging was poor
REV02516,ORD008666,CUST02394,REST0292,2,Packaging was poor
REV02517,ORD003544,CUST00522,REST0189,5,Average experience
REV02518,ORD001220,CUST01316,REST0106,5,Worth the money
REV02519,ORD009715,CUST00100,REST0166,3,Amazing food
REV02520,ORD006712,CUST01464,REST0155,5,Packaging was poor
REV02521,ORD002904,CUST01678,REST0284,3,Amazing food
REV02522,ORD003027,CUST01935,REST0050,1,Very late delivery
REV02523,ORD002511,CUST01705,REST0095,4,Amazing food
REV02524,ORD004202,CUST02489,REST0035,3,Average experience
REV02525,ORD003208,CUST02017,REST0244,4,Would order again
REV02526,ORD004490,CUST00191,REST0156,1,Amazing food
REV02527,ORD002756,CUST00264,REST0246,2,Loved it
REV02528,ORD008890,CUST01431,REST0257,1,Delivery was delayed
REV02529,ORD000178,CUST01396,REST0164,1,Delivery was delayed
REV02530,ORD001644,CUST00355,REST0254,1,Packaging was poor
REV02531,ORD009293,CUST00988,REST0237,2,Delivery was delayed
REV02532,ORD003519,CUST00279,REST0064,1,Worth the money
REV02533,ORD001375,CUST00198,REST0273,3,Would order again
REV02534,ORD001721,CUST00837,REST0265,2,Packaging was poor
REV02535,ORD003996,CUST01922,REST0081,4,Would order again
REV02536,ORD003689,CUST02409,REST0023,5,Excellent taste
REV02537,ORD002265,CUST00929,REST0058,4,Loved it
REV02538,ORD000088,CUST02007,REST0128,5,Not satisfied
REV02539,ORD002849,CUST01673,REST0007,4,Loved it
REV02540,ORD008688,CUST02289,REST0277,2,Average experience
REV02541,ORD000404,CUST01230,REST0202,2,Would order again
REV02542,ORD009901,CUST01374,REST0253,4,Amazing food
REV02543,ORD004078,CUST02025,REST0239,4,Worth the money
REV02544,ORD006836,CUST01325,REST0005,3,Delivery was delayed
REV02545,ORD006538,CUST00193,REST0119,2,Excellent taste
REV02546,ORD002457,CUST02305,REST0292,5,Not satisfied
REV02547,ORD002752,CUST01217,REST0038,5,Average experience
REV02548,ORD002215,CUST01949,REST0192,5,Loved it
REV02549,ORD001028,CUST00759,REST0118,5,Delivery was delayed
REV02550,ORD009704,CUST00639,REST0121,5,Delivery was delayed
REV02551,ORD001422,CUST00052,REST0058,2,Amazing food
REV02552,ORD002437,CUST00493,REST0061,3,Excellent taste
REV02553,ORD004278,CUST02338,REST0020,1,Delivery was delayed
REV02554,ORD009610,CUST01777,REST0261,4,Worth the money
REV02555,ORD001279,CUST01697,REST0120,5,Worth the money
REV02556,ORD006221,CUST02252,REST0060,2,Delivery was delayed
REV02557,ORD004908,CUST01021,REST0018,1,Loved it
REV02558,ORD005065,CUST02313,REST0272,2,Excellent taste
REV02559,ORD001979,CUST02340,REST0015,2,Packaging was poor
REV02560,ORD001062,CUST01596,REST0278,2,Not satisfied
REV02561,ORD005015,CUST00070,REST0032,1,Not satisfied
REV02562,ORD004536,CUST01955,REST0030,5,Loved it
REV02563,ORD006994,CUST00926,REST0080,4,Worth the money
REV02564,ORD009254,CUST01539,REST0065,4,Average experience
REV02565,ORD001503,CUST01114,REST0108,1,Worth the money
REV02566,ORD008569,CUST01130,REST0192,5,Average experience
REV02567,ORD009315,CUST00468,REST0260,3,Loved it
REV02568,ORD008837,CUST02222,REST0245,5,Worth the money
REV02569,ORD008921,CUST02464,REST0267,5,Worth the money
REV02570,ORD004919,CUST01593,REST0256,2,Very late delivery
REV02571,ORD000679,CUST01694,REST0057,2,Very late delivery
REV02572,ORD005077,CUST00309,REST0047,5,Average experience
REV02573,ORD008065,CUST00696,REST0221,5,Not satisfied
REV02574,ORD007569,CUST01874,REST0296,1,Worth the money
REV02575,ORD000103,CUST01746,REST0300,2,Amazing food
REV02576,ORD000958,CUST01060,REST0046,4,Excellent taste
REV02577,ORD008557,CUST02395,REST0131,3,Packaging was poor
REV02578,ORD003786,CUST01131,REST0137,2,Excellent taste
REV02579,ORD009631,CUST00127,REST0132,1,Average experience
REV02580,ORD007174,CUST00171,REST0111,3,Not satisfied
REV02581,ORD004044,CUST02498,REST0264,4,Would order again
REV02582,ORD002649,CUST01588,REST0247,4,Loved it
REV02583,ORD006001,CUST00965,REST0124,3,Delivery was delayed
REV02584,ORD007928,CUST02497,REST0091,4,Very late delivery
REV02585,ORD002827,CUST02446,REST0048,5,Would order again
REV02586,ORD004095,CUST01215,REST0183,4,Very late delivery
REV02587,ORD007775,CUST00448,REST0254,3,Packaging was poor
REV02588,ORD009259,CUST02288,REST0110,5,Excellent taste
REV02589,ORD008114,CUST01301,REST0024,1,Delivery was delayed
REV02590,ORD004773,CUST01485,REST0189,1,Average experience
REV02591,ORD001948,CUST01375,REST0211,2,Would order again
REV02592,ORD006110,CUST00521,REST0277,1,Excellent taste
REV02593,ORD002300,CUST00787,REST0220,2,Not satisfied
REV02594,ORD007845,CUST02499,REST0234,3,Average experience
REV02595,ORD004383,CUST01111,REST0089,4,Worth the money
REV02596,ORD005426,CUST02106,REST0103,2,Very late delivery
REV02597,ORD006772,CUST00419,REST0103,2,Packaging was poor
REV02598,ORD008579,CUST02096,REST0242,2,Delivery was delayed
REV02599,ORD004292,CUST00458,REST0080,1,Would order again
REV02600,ORD000529,CUST01179,REST0255,2,Would order again
REV02601,ORD001234,CUST01002,REST0006,3,Delivery was delayed
REV02602,ORD000780,CUST00758,REST0115,3,Loved it
REV02603,ORD005860,CUST01944,REST0133,4,Average experience
REV02604,ORD003060,CUST01932,REST0028,1,Very late delivery
REV02605,ORD008588,CUST02434,REST0241,3,Packaging was poor
REV02606,ORD001861,CUST00405,REST0228,5,Excellent taste
REV02607,ORD008439,CUST02077,REST0262,4,Packaging was poor
REV02608,ORD007404,CUST01530,REST0285,1,Packaging was poor
REV02609,ORD004640,CUST01370,REST0124,2,Would order again
REV02610,ORD004251,CUST00322,REST0180,1,Delivery was delayed
REV02611,ORD001993,CUST02134,REST0285,1,Would order again
REV02612,ORD007380,CUST01109,REST0031,4,Worth the money
REV02613,ORD007306,CUST00064,REST0240,5,Amazing food
REV02614,ORD005304,CUST00873,REST0218,4,Amazing food
REV02615,ORD008193,CUST02460,REST0238,5,Excellent taste
REV02616,ORD007448,CUST01155,REST0128,1,Very late delivery
REV02617,ORD002472,CUST01503,REST0191,3,Worth the money
REV02618,ORD007198,CUST02297,REST0261,4,Excellent taste
REV02619,ORD005313,CUST01150,REST0115,3,Worth the money
REV02620,ORD009036,CUST01548,REST0051,4,Packaging was poor
REV02621,ORD001397,CUST00556,REST0154,3,Would order again
REV02622,ORD004003,CUST00312,REST0054,1,Excellent taste
REV02623,ORD005372,CUST00259,REST0150,4,Amazing food
REV02624,ORD003236,CUST02151,REST0004,1,Packaging was poor
REV02625,ORD001043,CUST02286,REST0285,4,Packaging was poor
REV02626,ORD003299,CUST01628,REST0185,2,Would order again
REV02627,ORD007257,CUST02415,REST0049,5,Packaging was poor
