order_id,customer_id,restaurant_id,partner_id,order_date,order_time,order_amount,delivery_fee,discount,final_amount,payment_id,status,delivery_time_minutes
ORD000841,CUST02184,REST0173,PART0124,2025-10-08,07:10:21,1551,61,95,1517,PAY000841,Delivered,37
ORD000842,CUST01654,REST0114,PART0057,2025-11-01,23:26:46,946,41,87,900,PAY000842,Delivered,58
ORD000843,CUST00916,REST0259,PART0028,2025-09-23,11:54:13,1395,67,52,1410,PAY000843,Delivered,86
ORD000844,CUST02006,REST0266,PART0068,2025-10-26,08:32:53,906,66,13,959,PAY000844,Delivered,64
ORD000845,CUST01313,REST0250,PART0074,2026-02-20,03:28:54,814,22,156,680,PAY000845,Delivered,48
ORD000846,CUST00492,REST0263,PART0148,2025-08-24,23:30:11,165,44,19,190,PAY000846,Delivered,24
ORD000847,CUST00676,REST0025,PART0051,2025-09-03,10:45:34,1135,96,247,984,PAY000847,Delivered,81
ORD000848,CUST00155,REST0045,PART0094,2026-05-21,17:17:37,1341,50,137,1254,PAY000848,Delivered,41
ORD000849,CUST01203,REST0233,PART0028,2026-02-04,02:08:48,779,31,83,727,PAY000849,Cancelled,56
ORD000850,CUST00711,REST0188,PART0055,2026-03-01,07:59:01,369,47,93,323,PAY000850,Delivered,68
ORD000851,CUST00976,REST0219,PART0115,2026-03-23,16:02:39,1640,87,49,1678,PAY000851,Delivered,55
ORD000852,CUST00614,REST0056,PART0073,2026-05-09,17:56:09,182,99,17,264,PAY000852,Delivered,26
ORD000853,CUST01871,REST0197,PART0136,2025-12-11,23:06:43,1739,65,181,1623,PAY000853,Delivered,30
ORD000854,CUST00247,REST0068,PART0123,2025-11-21,11:06:28,1222,80,287,1015,PAY000854,Delivered,15
ORD000855,CUST02107,REST0270,PART0143,2026-02-24,19:17:31,889,36,120,805,PAY000855,Delivered,59
ORD000856,CUST02284,REST0220,PART0107,2026-05-12,01:09:17,483,37,84,436,PAY000856,Delayed,22
ORD000857,CUST01702,REST0231,PART0138,2026-06-12,16:03:30,1919,94,518,1495,PAY000857,Delivered,71
ORD000858,CUST02019,REST0173,PART0131,2026-03-03,05:12:58,761,41,35,767,PAY000858,Delivered,58
ORD000859,CUST02410,REST0217,PART0094,2026-03-08,02:42:19,1258,100,173,1185,PAY000859,Delivered,55
ORD000860,CUST00528,REST0156,PART0031,2025-10-31,21:49:57,739,42,128,653,PAY000860,Delivered,25
ORD000861,CUST00026,REST0021,PART0011,2026-05-25,18:22:09,830,23,34,819,PAY000861,Delivered,34
ORD000862,CUST00298,REST0122,PART0034,2026-04-28,13:36:16,912,49,118,843,PAY000862,Delivered,29
ORD000863,CUST00854,REST0003,PART0083,2026-06-19,15:14:15,1928,60,70,1918,PAY000863,Delivered,58
ORD000864,CUST01744,REST0285,PART0047,2026-03-12,10:16:35,219,86,26,279,PAY000864,Delayed,27
ORD000865,CUST02130,REST0269,PART0099,2026-04-01,20:38:05,771,56,217,610,PAY000865,Cancelled,64
ORD000866,CUST01840,REST0226,PART0075,2026-07-04,08:25:38,1173,48,216,1005,PAY000866,Delivered,67
ORD000867,CUST01501,REST0264,PART0043,2026-01-16,02:15:48,1679,20,66,1633,PAY000867,Delivered,62
ORD000868,CUST00895,REST0089,PART0140,2025-10-05,12:40:18,578,28,134,472,PAY000868,Delivered,28
ORD000869,CUST00820,REST0074,PART0002,2025-09-19,12:35:30,539,28,32,535,PAY000869,Delivered,54
ORD000870,CUST00034,REST0047,PART0134,2025-07-17,06:41:07,339,27,48,318,PAY000870,Delivered,46
ORD000871,CUST00836,REST0284,PART0119,2026-05-16,11:16:55,687,82,40,729,PAY000871,Delivered,59
ORD000872,CUST01655,REST0266,PART0023,2025-10-14,06:36:49,1240,41,241,1040,PAY000872,Delivered,73
ORD000873,CUST01967,REST0238,PART0083,2025-10-08,07:11:28,1761,43,358,1446,PAY000873,Delivered,48
ORD000874,CUST01982,REST0070,PART0098,2025-08-20,17:07:34,1301,100,136,1265,PAY000874,Delivered,34
ORD000875,CUST00370,REST0262,PART0117,2026-07-12,05:47:56,216,61,18,259,PAY000875,Delivered,63
ORD000876,CUST00218,REST0282,PART0047,2026-05-24,05:35:32,643,33,100,576,PAY000876,Delayed,71
ORD000877,CUST00260,REST0235,PART0056,2026-03-12,01:17:46,1471,80,89,1462,PAY000877,Delayed,40
ORD000878,CUST00120,REST0167,PART0047,2025-09-11,03:11:35,1762,47,190,1619,PAY000878,Delivered,37
ORD000879,CUST00877,REST0211,PART0044,2025-09-09,21:45:19,1330,92,314,1108,PAY000879,Delivered,27
ORD000880,CUST01242,REST0121,PART0142,2025-09-18,06:00:38,1787,61,77,1771,PAY000880,Delivered,85
ORD000881,CUST01490,REST0126,PART0148,2026-01-16,21:26:15,634,41,83,592,PAY000881,Cancelled,84
ORD000882,CUST01712,REST0063,PART0126,2026-06-20,21:47:10,1288,59,136,1211,PAY000882,Cancelled,74
ORD000883,CUST01013,REST0011,PART0147,2025-07-16,08:05:34,480,70,74,476,PAY000883,Delivered,57
ORD000884,CUST00478,REST0093,PART0115,2025-11-18,19:31:09,1922,52,510,1464,PAY000884,Delivered,89
ORD000885,CUST00715,REST0226,PART0018,2025-08-15,10:49:23,155,43,36,162,PAY000885,Delivered,35
ORD000886,CUST02441,REST0240,PART0135,2026-06-29,04:40:56,828,51,170,709,PAY000886,Delivered,78
ORD000887,CUST00567,REST0297,PART0143,2025-08-05,12:13:49,588,82,83,587,PAY000887,Delivered,81
ORD000888,CUST00404,REST0069,PART0094,2025-09-07,10:29:26,417,39,3,453,PAY000888,Delivered,65
ORD000889,CUST00155,REST0023,PART0068,2026-01-30,23:13:50,1272,44,88,1228,PAY000889,Delayed,85
ORD000890,CUST02063,REST0260,PART0146,2026-05-25,17:45:42,1392,79,265,1206,PAY000890,Delivered,71
ORD000891,CUST01525,REST0264,PART0092,2026-01-02,23:59:26,1550,46,354,1242,PAY000891,Delivered,38
ORD000892,CUST00250,REST0021,PART0052,2025-12-28,10:51:38,1455,88,201,1342,PAY000892,Delivered,17
ORD000893,CUST00336,REST0294,PART0147,2026-03-31,10:34:14,768,50,99,719,PAY000893,Delivered,56
ORD000894,CUST00668,REST0108,PART0147,2026-01-15,10:15:10,1092,28,177,943,PAY000894,Delivered,26
ORD000895,CUST02404,REST0179,PART0007,2025-11-20,06:29:08,1745,39,171,1613,PAY000895,Delayed,26
ORD000896,CUST02095,REST0099,PART0015,2025-11-10,17:50:23,557,81,70,568,PAY000896,Delayed,40
ORD000897,CUST00339,REST0108,PART0128,2026-01-26,13:37:33,1330,73,240,1163,PAY000897,Delivered,26
ORD000898,CUST00199,REST0078,PART0039,2026-05-07,09:34:28,385,38,50,373,PAY000898,Delivered,29
ORD000899,CUST01680,REST0239,PART0036,2025-08-30,19:04:28,472,35,117,390,PAY000899,Delivered,21
ORD000900,CUST00462,REST0196,PART0104,2025-10-17,17:57:28,1390,31,59,1362,PAY000900,Delivered,28
ORD000901,CUST00131,REST0229,PART0035,2026-02-18,18:43:22,520,25,30,515,PAY000901,Delivered,58
ORD000902,CUST00811,REST0110,PART0010,2025-12-15,23:06:59,1706,76,254,1528,PAY000902,Delivered,52
ORD000903,CUST01382,REST0107,PART0138,2025-12-09,18:34:18,544,75,97,522,PAY000903,Delivered,16
ORD000904,CUST00425,REST0077,PART0073,2026-05-12,19:14:44,1082,58,266,874,PAY000904,Delivered,37
ORD000905,CUST02288,REST0203,PART0135,2025-12-12,23:11:26,334,56,2,388,PAY000905,Delayed,32
ORD000906,CUST00552,REST0077,PART0074,2026-04-16,12:28:07,1910,21,334,1597,PAY000906,Delivered,63
ORD000907,CUST01503,REST0180,PART0098,2026-01-16,12:14:50,185,95,12,268,PAY000907,Delivered,23
ORD000908,CUST00526,REST0299,PART0128,2025-12-01,02:33:13,1799,47,353,1493,PAY000908,Delivered,17
ORD000909,CUST00582,REST0142,PART0049,2025-11-14,07:37:22,618,78,30,666,PAY000909,Delivered,69
ORD000910,CUST01502,REST0199,PART0079,2026-06-06,22:34:16,1275,61,276,1060,PAY000910,Cancelled,31
ORD000911,CUST00640,REST0014,PART0037,2026-02-03,23:03:04,681,29,190,520,PAY000911,Delivered,76
ORD000912,CUST00664,REST0246,PART0060,2025-11-16,08:11:03,1015,35,185,865,PAY000912,Delivered,86
ORD000913,CUST02454,REST0032,PART0114,2026-02-07,08:08:21,719,27,42,704,PAY000913,Delivered,25
ORD000914,CUST01689,REST0117,PART0034,2025-08-15,14:39:56,1022,95,11,1106,PAY000914,Cancelled,31
ORD000915,CUST01309,REST0134,PART0041,2026-06-24,06:36:37,1481,33,175,1339,PAY000915,Delivered,15
ORD000916,CUST01023,REST0031,PART0032,2026-03-08,08:21:06,1586,56,16,1626,PAY000916,Delivered,17
ORD000917,CUST02312,REST0232,PART0095,2026-06-08,07:34:59,893,71,254,710,PAY000917,Cancelled,69
ORD000918,CUST02418,REST0179,PART0096,2025-10-07,07:28:42,282,67,56,293,PAY000918,Delivered,51
ORD000919,CUST01030,REST0246,PART0028,2025-09-18,18:06:29,1877,42,252,1667,PAY000919,Delivered,32
ORD000920,CUST00453,REST0023,PART0143,2026-03-19,08:57:19,1095,75,1,1169,PAY000920,Delivered,22
ORD000921,CUST00159,REST0107,PART0007,2026-06-04,23:33:11,1782,85,125,1742,PAY000921,Delivered,67
ORD000922,CUST01633,REST0142,PART0024,2025-11-01,02:29:10,620,32,115,537,PAY000922,Delivered,77
ORD000923,CUST02230,REST0007,PART0133,2026-04-18,12:01:58,1017,86,21,1082,PAY000923,Delivered,27
ORD000924,CUST02428,REST0016,PART0028,2025-09-09,17:34:02,1067,33,75,1025,PAY000924,Delivered,58
ORD000925,CUST02083,REST0022,PART0105,2026-06-07,10:00:16,1099,30,100,1029,PAY000925,Cancelled,72
ORD000926,CUST01361,REST0041,PART0013,2026-01-02,01:11:39,260,79,29,310,PAY000926,Delayed,51
ORD000927,CUST01230,REST0103,PART0103,2026-02-18,21:53:55,1236,55,251,1040,PAY000927,Delivered,37
ORD000928,CUST00072,REST0290,PART0112,2026-01-03,18:14:19,1591,45,12,1624,PAY000928,Delivered,38
ORD000929,CUST01456,REST0229,PART0110,2026-01-22,13:47:40,1238,87,346,979,PAY000929,Delivered,69
ORD000930,CUST00838,REST0062,PART0144,2026-04-12,04:35:28,669,83,7,745,PAY000930,Delivered,15
ORD000931,CUST01649,REST0081,PART0113,2026-05-18,15:28:45,557,45,155,447,PAY000931,Delivered,47
ORD000932,CUST00610,REST0041,PART0091,2025-10-21,12:59:06,1971,70,447,1594,PAY000932,Delivered,89
ORD000933,CUST01946,REST0010,PART0009,2026-04-08,09:52:51,1224,50,70,1204,PAY000933,Delivered,22
ORD000934,CUST00411,REST0160,PART0085,2025-08-31,22:30:29,975,73,217,831,PAY000934,Cancelled,90
ORD000935,CUST01831,REST0249,PART0120,2026-02-17,21:50:39,1778,34,51,1761,PAY000935,Delayed,30
ORD000936,CUST02399,REST0121,PART0140,2026-06-30,16:10:58,226,22,33,215,PAY000936,Delivered,85
ORD000937,CUST02352,REST0002,PART0081,2026-01-01,08:08:19,1830,92,276,1646,PAY000937,Delivered,46
ORD000938,CUST01047,REST0257,PART0010,2026-03-26,11:43:51,798,42,10,830,PAY000938,Cancelled,90
ORD000939,CUST02483,REST0271,PART0127,2025-11-28,11:04:09,1832,83,404,1511,PAY000939,Delivered,43
ORD000940,CUST01799,REST0062,PART0107,2025-09-23,08:59:16,556,79,151,484,PAY000940,Delivered,63
ORD000941,CUST01683,REST0196,PART0026,2025-07-26,01:33:48,1289,57,52,1294,PAY000941,Delivered,34
ORD000942,CUST01987,REST0246,PART0147,2026-06-17,14:47:14,1143,56,25,1174,PAY000942,Delivered,49
ORD000943,CUST01790,REST0094,PART0054,2025-12-05,06:14:36,627,42,82,587,PAY000943,Delivered,80
ORD000944,CUST02329,REST0059,PART0115,2026-06-13,10:26:23,1368,57,298,1127,PAY000944,Delivered,16
ORD000945,CUST01765,REST0072,PART0007,2026-01-13,05:56:02,1607,53,84,1576,PAY000945,Delivered,42
ORD000946,CUST02215,REST0088,PART0028,2026-05-11,13:39:14,254,85,58,281,PAY000946,Delivered,26
ORD000947,CUST01063,REST0049,PART0140,2026-04-02,11:00:32,262,40,3,299,PAY000947,Delivered,25
ORD000948,CUST02440,REST0259,PART0150,2025-11-27,14:40:01,906,98,262,742,PAY000948,Delivered,72
ORD000949,CUST01821,REST0012,PART0138,2026-04-25,03:49:29,1987,34,85,1936,PAY000949,Delayed,79
ORD000950,CUST00290,REST0280,PART0103,2025-12-27,22:29:05,743,85,7,821,PAY000950,Delivered,48
ORD000951,CUST00493,REST0232,PART0092,2025-10-07,06:21:56,1245,37,82,1200,PAY000951,Delivered,81
ORD000952,CUST01804,REST0260,PART0096,2026-03-12,20:24:29,1660,49,292,1417,PAY000952,Delivered,71
ORD000953,CUST00106,REST0133,PART0139,2026-02-18,15:27:01,1254,42,31,1265,PAY000953,Delivered,20
ORD000954,CUST00384,REST0093,PART0049,2026-06-21,13:27:06,1121,60,242,939,PAY000954,Delivered,63
ORD000955,CUST01652,REST0047,PART0022,2026-07-08,18:27:48,324,58,76,306,PAY000955,Delivered,35
ORD000956,CUST00678,REST0217,PART0144,2026-07-16,01:42:04,1974,83,276,1781,PAY000956,Delivered,79
ORD000957,CUST01955,REST0026,PART0069,2025-09-28,09:53:31,1098,70,296,872,PAY000957,Delivered,20
ORD000958,CUST01060,REST0046,PART0149,2025-12-11,18:33:12,876,49,60,865,PAY000958,Delivered,69
ORD000959,CUST02025,REST0283,PART0064,2025-12-08,13:38:36,876,74,22,928,PAY000959,Delivered,37
ORD000960,CUST00919,REST0171,PART0097,2025-09-23,18:14:42,731,90,142,679,PAY000960,Delivered,60
ORD000961,CUST00745,REST0150,PART0012,2026-07-13,15:46:33,1745,78,407,1416,PAY000961,Delivered,68
ORD000962,CUST01572,REST0280,PART0064,2026-05-02,14:11:40,1860,98,385,1573,PAY000962,Delivered,48
ORD000963,CUST01856,REST0262,PART0080,2025-07-20,09:15:58,1029,23,136,916,PAY000963,Delivered,34
ORD000964,CUST02298,REST0174,PART0027,2025-09-30,07:06:59,1059,21,78,1002,PAY000964,Delayed,64
ORD000965,CUST01666,REST0141,PART0139,2026-01-03,22:16:53,477,65,62,480,PAY000965,Delivered,84
ORD000966,CUST00910,REST0137,PART0137,2025-12-03,10:28:31,150,84,36,198,PAY000966,Cancelled,66
ORD000967,CUST01059,REST0203,PART0123,2026-02-05,12:29:29,234,75,17,292,PAY000967,Delivered,34
ORD000968,CUST00280,REST0218,PART0006,2025-09-29,22:17:07,1061,97,294,864,PAY000968,Delivered,23
ORD000969,CUST00463,REST0128,PART0092,2025-07-18,10:07:23,764,29,54,739,PAY000969,Delivered,35
ORD000970,CUST00953,REST0110,PART0122,2026-02-28,21:27:50,1613,72,55,1630,PAY000970,Delivered,67
ORD000971,CUST01019,REST0023,PART0066,2025-11-13,18:50:34,849,43,251,641,PAY000971,Delivered,56
ORD000972,CUST01362,REST0012,PART0043,2025-11-20,19:10:56,1196,32,205,1023,PAY000972,Delivered,61
ORD000973,CUST00593,REST0135,PART0032,2025-08-21,18:56:47,1686,58,253,1491,PAY000973,Delivered,27
ORD000974,CUST00792,REST0149,PART0071,2026-07-05,01:18:26,801,24,223,602,PAY000974,Delivered,18
ORD000975,CUST01926,REST0248,PART0017,2025-12-06,11:53:07,1002,71,32,1041,PAY000975,Cancelled,81
ORD000976,CUST02239,REST0022,PART0140,2026-07-06,21:43:58,1367,88,293,1162,PAY000976,Cancelled,84
ORD000977,CUST00397,REST0140,PART0021,2025-10-22,19:00:34,1095,90,74,1111,PAY000977,Cancelled,71
ORD000978,CUST01338,REST0095,PART0101,2026-01-27,12:09:56,1208,33,115,1126,PAY000978,Delayed,63
ORD000979,CUST02206,REST0128,PART0149,2026-07-09,03:23:26,1268,74,315,1027,PAY000979,Delivered,65
ORD000980,CUST02076,REST0196,PART0146,2025-07-21,06:54:34,1275,76,159,1192,PAY000980,Cancelled,54
ORD000981,CUST01285,REST0026,PART0029,2026-03-08,21:20:21,846,95,66,875,PAY000981,Delivered,30
ORD000982,CUST00240,REST0245,PART0093,2025-10-30,06:35:44,426,96,46,476,PAY000982,Delivered,46
ORD000983,CUST00465,REST0037,PART0122,2025-07-29,06:17:50,1970,25,359,1636,PAY000983,Delivered,25
ORD000984,CUST02442,REST0276,PART0143,2026-03-24,14:18:07,1548,27,116,1459,PAY000984,Delayed,65
ORD000985,CUST01683,REST0065,PART0026,2025-10-31,00:31:29,1012,60,127,945,PAY000985,Delivered,80
ORD000986,CUST02456,REST0029,PART0098,2026-03-22,10:37:39,682,61,95,648,PAY000986,Delivered,77
ORD000987,CUST01234,REST0070,PART0077,2026-01-18,03:55:27,250,23,73,200,PAY000987,Delivered,82
ORD000988,CUST01202,REST0193,PART0097,2025-12-17,22:09:40,662,42,12,692,PAY000988,Cancelled,50
ORD000989,CUST01339,REST0224,PART0068,2025-08-02,07:07:53,1168,72,25,1215,PAY000989,Delivered,35
ORD000990,CUST01736,REST0187,PART0126,2026-04-12,08:18:47,1829,59,322,1566,PAY000990,Delivered,71
ORD000991,CUST01846,REST0158,PART0082,2026-04-15,18:00:45,1250,23,292,981,PAY000991,Delivered,43
ORD000992,CUST01742,REST0067,PART0063,2025-10-22,12:16:35,1750,84,29,1805,PAY000992,Delivered,62
ORD000993,CUST00536,REST0095,PART0108,2025-10-30,17:16:38,1786,71,390,1467,PAY000993,Delivered,58
ORD000994,CUST01369,REST0178,PART0059,2026-03-16,01:44:04,260,33,50,243,PAY000994,Delivered,21
ORD000995,CUST00765,REST0061,PART0045,2025-08-07,11:11:10,1572,74,82,1564,PAY000995,Delivered,34
ORD000996,CUST01960,REST0243,PART0080,2026-02-23,10:54:16,520,77,109,488,PAY000996,Delivered,66
ORD000997,CUST01599,REST0015,PART0027,2026-05-31,23:44:37,1714,60,68,1706,PAY000997,Delivered,25
ORD000998,CUST01526,REST0258,PART0065,2025-07-28,01:23:14,725,32,23,734,PAY000998,Cancelled,83
ORD000999,CUST00444,REST0243,PART0133,2026-06-16,11:15:44,162,88,0,250,PAY000999,Delivered,65
ORD001000,CUST00524,REST0101,PART0021,2026-04-21,02:18:43,1606,83,286,1403,PAY001000,Delivered,37
ORD001001,CUST00056,REST0140,PART0115,2026-07-11,11:24:57,1369,65,227,1207,PAY001001,Delivered,32
ORD001002,CUST01741,REST0039,PART0038,2026-01-15,02:03:09,1773,53,168,1658,PAY001002,Delivered,29
ORD001003,CUST01030,REST0118,PART0123,2026-03-09,04:32:00,259,46,67,238,PAY001003,Delivered,58
ORD001004,CUST01581,REST0273,PART0013,2026-03-18,18:41:47,1030,64,301,793,PAY001004,Delivered,74
ORD001005,CUST01085,REST0264,PART0045,2026-01-08,17:51:33,867,41,188,720,PAY001005,Delivered,54
ORD001006,CUST00953,REST0258,PART0084,2026-01-22,15:43:25,402,91,88,405,PAY001006,Delivered,47
ORD001007,CUST00129,REST0220,PART0066,2025-09-21,17:27:17,1782,54,48,1788,PAY001007,Delivered,54
ORD001008,CUST00597,REST0101,PART0020,2026-01-16,02:39:03,734,79,86,727,PAY001008,Cancelled,29
ORD001009,CUST02201,REST0252,PART0022,2026-05-03,11:42:07,465,77,73,469,PAY001009,Delayed,72
ORD001010,CUST00995,REST0151,PART0043,2026-06-21,00:47:39,1995,70,211,1854,PAY001010,Delivered,77
ORD001011,CUST00696,REST0038,PART0122,2026-03-24,17:22:52,212,44,48,208,PAY001011,Cancelled,60
ORD001012,CUST01586,REST0127,PART0011,2026-05-03,17:45:49,274,28,77,225,PAY001012,Delivered,47
ORD001013,CUST01584,REST0118,PART0084,2026-02-13,03:02:04,1613,44,16,1641,PAY001013,Delivered,84
ORD001014,CUST00940,REST0170,PART0059,2026-05-25,19:35:29,1849,38,273,1614,PAY001014,Delivered,54
ORD001015,CUST00284,REST0203,PART0113,2025-08-25,14:05:29,223,33,65,191,PAY001015,Delivered,75
ORD001016,CUST01741,REST0177,PART0045,2025-07-31,01:46:55,736,85,17,804,PAY001016,Delivered,50
ORD001017,CUST01073,REST0219,PART0014,2025-12-06,18:05:49,670,66,66,670,PAY001017,Delivered,83
ORD001018,CUST00271,REST0244,PART0056,2025-07-27,10:34:19,1828,88,370,1546,PAY001018,Delivered,72
ORD001019,CUST01313,REST0124,PART0032,2026-03-11,06:37:29,369,21,82,308,PAY001019,Delivered,33
ORD001020,CUST01047,REST0276,PART0099,2026-06-28,12:56:49,1084,84,262,906,PAY001020,Delivered,87
ORD001021,CUST02108,REST0080,PART0016,2026-04-19,06:19:38,1021,95,270,846,PAY001021,Cancelled,54
ORD001022,CUST00429,REST0141,PART0116,2025-09-13,17:38:33,1335,37,245,1127,PAY001022,Delivered,32
ORD001023,CUST00367,REST0277,PART0098,2026-04-16,06:49:46,921,49,18,952,PAY001023,Delivered,47
ORD001024,CUST02281,REST0116,PART0116,2026-04-28,03:38:15,698,36,52,682,PAY001024,Delivered,35
ORD001025,CUST00423,REST0078,PART0029,2025-09-22,22:41:27,632,50,145,537,PAY001025,Delivered,85
ORD001026,CUST02321,REST0108,PART0045,2026-06-19,11:17:29,211,70,20,261,PAY001026,Delivered,81
ORD001027,CUST00869,REST0086,PART0038,2026-06-11,17:09:23,251,93,71,273,PAY001027,Delivered,30
ORD001028,CUST00759,REST0118,PART0045,2025-09-05,08:50:31,1821,34,15,1840,PAY001028,Delivered,15
ORD001029,CUST01890,REST0223,PART0098,2025-08-17,09:46:24,279,86,49,316,PAY001029,Delivered,29
ORD001030,CUST01583,REST0063,PART0003,2025-12-26,04:29:30,211,85,61,235,PAY001030,Delivered,85
ORD001031,CUST01527,REST0197,PART0024,2026-06-05,03:50:09,1824,57,193,1688,PAY001031,Delayed,51
ORD001032,CUST02266,REST0149,PART0082,2026-06-09,17:14:54,1633,50,459,1224,PAY001032,Delivered,46
ORD001033,CUST00195,REST0248,PART0071,2025-08-31,14:55:48,1357,85,386,1056,PAY001033,Delivered,68
ORD001034,CUST01290,REST0159,PART0105,2025-08-07,00:11:49,1463,37,99,1401,PAY001034,Delivered,90
ORD001035,CUST00015,REST0102,PART0005,2026-01-04,10:22:28,1854,32,35,1851,PAY001035,Cancelled,73
ORD001036,CUST01350,REST0195,PART0113,2026-03-20,19:31:08,157,67,17,207,PAY001036,Delivered,24
ORD001037,CUST01773,REST0200,PART0109,2026-04-18,04:58:44,190,25,27,188,PAY001037,Delivered,49
ORD001038,CUST01610,REST0190,PART0077,2025-08-09,10:42:26,301,21,82,240,PAY001038,Delivered,26
ORD001039,CUST00007,REST0229,PART0139,2025-11-15,06:41:20,1591,48,144,1495,PAY001039,Delivered,56
ORD001040,CUST01923,REST0022,PART0134,2025-08-23,02:19:44,966,98,137,927,PAY001040,Cancelled,16
ORD001041,CUST01720,REST0281,PART0052,2026-06-14,09:54:32,1706,44,440,1310,PAY001041,Delivered,52
ORD001042,CUST00653,REST0199,PART0118,2026-02-12,13:01:03,438,68,103,403,PAY001042,Delivered,16
ORD001043,CUST02286,REST0285,PART0134,2025-11-01,00:04:33,629,89,110,608,PAY001043,Delivered,87
ORD001044,CUST01988,REST0038,PART0094,2026-06-12,08:22:30,1117,87,328,876,PAY001044,Cancelled,18
ORD001045,CUST01858,REST0040,PART0146,2025-09-29,15:42:10,1028,43,185,886,PAY001045,Cancelled,73
ORD001046,CUST00519,REST0012,PART0023,2026-03-27,15:48:54,1569,96,121,1544,PAY001046,Delivered,31
ORD001047,CUST02139,REST0296,PART0144,2026-03-11,16:43:19,1954,65,465,1554,PAY001047,Delivered,38
ORD001048,CUST02267,REST0003,PART0147,2026-04-28,15:21:28,180,58,5,233,PAY001048,Delivered,62
ORD001049,CUST01375,REST0262,PART0081,2025-07-22,17:12:32,299,79,46,332,PAY001049,Delivered,30
ORD001050,CUST00370,REST0071,PART0125,2025-11-22,10:27:15,1146,78,148,1076,PAY001050,Delivered,52
ORD001051,CUST00306,REST0050,PART0139,2026-06-06,09:44:48,1383,43,401,1025,PAY001051,Delivered,85
ORD001052,CUST02426,REST0207,PART0036,2026-04-03,05:12:04,724,31,155,600,PAY001052,Delivered,70
ORD001053,CUST02471,REST0245,PART0086,2026-06-10,15:52:07,512,40,36,516,PAY001053,Delivered,80
ORD001054,CUST01083,REST0188,PART0069,2026-06-30,15:17:28,302,77,6,373,PAY001054,Delayed,31
ORD001055,CUST01203,REST0191,PART0125,2025-11-16,03:36:07,1836,90,354,1572,PAY001055,Delivered,20
ORD001056,CUST00012,REST0296,PART0037,2026-06-29,21:18:08,1041,84,64,1061,PAY001056,Delivered,31
ORD001057,CUST00074,REST0026,PART0017,2026-04-17,17:01:50,1167,20,294,893,PAY001057,Delayed,66
ORD001058,CUST01127,REST0028,PART0118,2025-09-19,22:58:35,1592,63,209,1446,PAY001058,Delivered,36
ORD001059,CUST01926,REST0091,PART0129,2026-07-02,23:45:30,1844,37,285,1596,PAY001059,Delivered,35
ORD001060,CUST01147,REST0003,PART0015,2026-03-01,03:36:25,1401,61,369,1093,PAY001060,Delivered,26
ORD001061,CUST00660,REST0135,PART0116,2026-04-22,16:34:58,1215,86,93,1208,PAY001061,Delivered,45
ORD001062,CUST01596,REST0278,PART0096,2025-12-05,11:33:02,429,73,18,484,PAY001062,Delayed,15
ORD001063,CUST02304,REST0031,PART0024,2026-02-01,18:26:01,284,27,44,267,PAY001063,Delivered,29
ORD001064,CUST01900,REST0056,PART0023,2025-07-21,17:52:37,911,20,91,840,PAY001064,Delivered,55
ORD001065,CUST01486,REST0117,PART0113,2026-03-31,07:20:14,1025,30,22,1033,PAY001065,Delivered,21
ORD001066,CUST00135,REST0237,PART0019,2025-12-19,19:38:14,428,45,11,462,PAY001066,Delayed,70
ORD001067,CUST01982,REST0132,PART0023,2025-12-24,22:43:22,792,21,1,812,PAY001067,Delayed,79
ORD001068,CUST01201,REST0117,PART0037,2026-06-06,13:52:38,1758,59,335,1482,PAY001068,Delivered,87
ORD001069,CUST02275,REST0294,PART0055,2026-04-01,13:24:58,1109,72,303,878,PAY001069,Delivered,67
ORD001070,CUST01143,REST0242,PART0030,2026-04-02,07:18:00,419,96,32,483,PAY001070,Delivered,67
ORD001071,CUST01943,REST0104,PART0080,2025-08-09,02:51:31,1428,85,72,1441,PAY001071,Delivered,83
ORD001072,CUST01057,REST0171,PART0012,2025-08-10,11:12:55,586,29,9,606,PAY001072,Delivered,34
ORD001073,CUST00909,REST0094,PART0018,2025-09-29,04:07:20,1736,91,412,1415,PAY001073,Delivered,74
ORD001074,CUST01049,REST0269,PART0062,2026-06-01,15:47:32,586,66,112,540,PAY001074,Delivered,58
ORD001075,CUST01662,REST0140,PART0140,2026-05-07,21:33:27,1011,87,30,1068,PAY001075,Delivered,70
ORD001076,CUST00794,REST0281,PART0057,2026-01-27,00:21:00,1676,74,229,1521,PAY001076,Cancelled,47
ORD001077,CUST01244,REST0091,PART0082,2025-09-11,12:43:17,1180,44,280,944,PAY001077,Delivered,44
ORD001078,CUST01663,REST0071,PART0139,2026-04-25,08:09:51,1783,100,305,1578,PAY001078,Delivered,21
ORD001079,CUST01820,REST0142,PART0013,2025-10-27,19:01:08,834,26,114,746,PAY001079,Delivered,65
ORD001080,CUST01444,REST0041,PART0094,2025-08-17,20:26:13,1069,99,171,997,PAY001080,Delivered,65
ORD001081,CUST00040,REST0018,PART0139,2025-09-21,06:24:10,571,92,46,617,PAY001081,Delivered,57
ORD001082,CUST01268,REST0015,PART0027,2026-01-04,10:34:08,369,25,63,331,PAY001082,Delivered,44
ORD001083,CUST02079,REST0199,PART0025,2025-08-02,12:38:26,320,32,59,293,PAY001083,Delayed,17
ORD001084,CUST01824,REST0200,PART0014,2025-10-31,05:52:31,822,57,180,699,PAY001084,Delivered,37
